Nr,level,answer,question
675,17,definieren,to define
676,17,berechtigen,"to authorize, to entitle to, to empower"
677,17,parken,to park
678,17,joggen,to jog
679,17,frühstücken,to have breakfast
680,17,packen,"to pack, to grab, to manage"
681,18,biegen,"to turn, to bend"
682,18,vorkommen,"to occur, to happen, to advance"
683,18,ablaufen,"to expire, to run out, to discharge"
684,18,anführen,"to cite, to lead, to quote"
685,18,ausdrucken,"to print, to print out, to print off"
686,18,ausmachen,"to arrange, to constitute, to represent, to settle"
687,18,eintragen,"to register, to enter, to record, to enrol"
688,18,erarbeiten,"to develop, to elaborate, to work out, to acquire"
689,18,notieren,"to note, to quote"
690,18,renovieren,"to refurbish, to renovate"
691,18,streiken,"to strike, to be on strike"
692,18,verschreiben,"to prescribe, to commit oneself to, to misspell by accident"
693,18,vertreiben,"to expel, to dislodge, to displace"
694,18,auspacken,"to unpack, to unwrap, to blow the whistle on"
695,18,existieren,to exist
696,18,bewahren,"to keep, to preserve (to maintain the condition of)"
697,18,verzeihen,"to forgive, to pardon, to excuse"
698,18,bestrafen,to punish
699,18,stinken,to stink
700,18,berühren,to touch
701,18,anstellen,"to queue (refl.), to employ someone, to get into mischief"
702,18,auftauchen,"to arise, to surface, to turn up"
703,18,einfallen,"to collapse, to come to mind"
704,18,aussuchen,"to select, to choose, to pick"
705,18,streichen,"to stroke, to cancel, to spread, to rub, to paint"
706,18,festhalten,"to hold someone/something, to retain something, to record something, to detain"
707,18,bedrohen,"to threaten, to menace"
708,18,weitermachen,"go on, keep going, continue to do something"
709,18,abbilden,"to depict, to map, to illustrate"
710,18,klagen,"to complain, to lament, to sue"
711,18,kleben,"to stick, to adhere, to bond, to glue"
712,18,klopfen,"to knock, to tap (food)"
713,18,stechen,"to sting, to prick, to puncture, to pierce"
714,18,ableiten,"to derive, to deduce"
715,18,abstimmen,"to coordinate, to vote, to adjust"
716,18,anregen,"to encourage, to stimulate, to excite, to inspire"
717,18,anschaffen,"to purchase, to acquire, to procure"
718,18,aufbrechen,"to leave, to set off, to start, to break, to burst"
719,18,auffordern,"to request, to invite, to ask"
720,18,aufhalten,"to stop, to stay, to delay"
721,19,aufheben,"to abolish, to lift, to pick up, to keep"
722,19,aufladen,"to charge, to load, to burden, to impose"
723,19,auflösen,"to dissolve, to resolve, to annul, to liquidate"
724,19,aufsteigen,"to rise, to ascend, to advance, to climb"
725,19,auslösen,"to ransom, to trigger, to initiate, to set up"
726,19,ausüben,"to exercise, to perform, to practice"
727,19,befürchten,"to fear, to apprehend, to be afraid"
728,19,beherrschen,"to dominate, to master, to control, to rule"
729,19,beklagen,"to complain, to lament, to air grievances"
730,19,belasten,"to burden, to charge, to strain"
731,19,benennen,"to name, to designate, to appoint"
732,19,besetzen,"to occupy, to border, to cast"
733,19,drängen,"to urge, to push, to cajole, to shove"
734,19,einleiten,"to introduce, to initiate, to commence"
735,19,einschränken,"to limit, to restrict, to stint, to circumscribe"
736,19,eintreten,"to enter, to join, to occur"
737,19,erregen,"to arouse, to stimulate, to agitate"
738,19,interpretieren,"to interpret, to take as"
739,19,klettern,"to climb, to scale"
740,19,kombinieren,to combine
741,19,konsumieren,to consume
742,19,nachweisen,"to prove, to account for, to demonstrate"
743,19,nähern,"to approach, to get closer, to advance"
744,19,orientieren,to orient
745,19,rechtfertigen,"to justify, to warrant, to back up, to exculpate"
746,19,schimpfen,"to scold, to rant"
747,19,schütteln,"to agitate, to shake, to jolt"
748,19,transportieren,"to transport, to transfer"
749,19,verkünden,"to announce, to proclaim, to declare"
750,19,verpacken,"to pack, to wrap, to package"
751,19,versichern,"to assure, to insure, to cover"
752,19,voraussetzen,"to presume, to require, to assume"
753,19,wahrnehmen,"to perceive, to notice, to observe, to sense"
754,19,weitergeben,"to pass on, to impart, to relay"
755,19,widersprechen,"to contradict, to disagree"
756,19,zugehen,"to approach, to close, to happen"
757,19,zurückgeben,"to return, to give back, to answer back"
758,19,zurückhalten,"to restrain, to hold back, to withhold"
759,19,überschreiten,"to exceed, to overstep, to surpass"
760,19,überleben,to survive
761,20,übergeben,"to hand over, to vomit (refl.)"
762,20,stützen,"to support, to back, to hold something up, to bolster"
763,20,rollen,to roll
764,20,sondern,"to separate, to split"
765,20,einigen,"to unite, to reconcile, to agree"
766,20,identifizieren,to identify
767,20,schmelzen,to melt
768,20,importieren,to import
769,20,abrufen,"to retrieve, to access, to call away"
770,20,aufweisen,"to exhibit, to feature, to show, to boast"
771,20,bedenken,"to consider, to reflect, to give, to allow for"
772,20,befassen,"to address, to deal with, to attend to"
773,20,beruhen,"to base on, to depend on"
774,20,beschleunigen,"to accelerate, to speed up"
775,20,einschließen,"to include, to enclose, to lock up, to surround"
776,20,eingeben,"to enter, to input, to give, to supply"
777,20,fügen,"to acquiesce, to comply, to fit together"
778,20,gewähren,"to grant, to afford, to allow, to accord"
779,20,meistern,"to master, to overcome, to cope with"
780,20,qualifizieren,"to qualify, to qualify for"
781,20,umgeben,"to surround, to enclose, to encompass"
782,20,verringern,"to decrease, to diminish, to ease, to lower"
783,20,verstärken,"to amplify, to intensify, to strengthen"
784,20,vorgehen,"to proceed, to advance, to go ahead"
785,20,vorwerfen,"to reproach, to accuse of, to allege"
786,20,abonnieren,to subscribe
787,20,kontaktieren,to contact
788,20,aktualisieren,to update
789,20,drohen,to threaten
790,20,gleichen,"to equal, to match, to resemble"
791,20,herrschen,"to rule, to prevail, to control"
792,20,erweisen,"to prove (passively), to turn out to be, to show"
793,20,faulenzen,"to chill, to laze around"
794,20,tauschen,"to swap, to trade, to exchange"
795,20,schälen,to peel
796,20,weggehen,"to go away, to leave"
797,20,irren,to err
798,20,ausstellen,"to exhibit, to display"
799,20,operieren,to operate
800,20,auszeichnen,"to honor, to distinguish"
801,100,übertreiben,"to exaggerate, to overdo"
802,100,bergen,"to recover, to rescue, to save, to salvage"
803,100,dringen,to penetrate
804,100,gleiten,"to glide, to slide"
805,100,umstellen,"to relocate, to adapt, to change"
806,100,ablösen,"to remove, to detach, to replace"
807,100,abschneiden,"to cut off, to amputate, to block"
808,100,abweichen,"to depart (from), to soak off"
809,100,abwenden,"to turn away, to avert, to abandon"
810,100,agieren,
811,100,ansiedeln,
812,100,aufklären,
813,100,aufschreiben,
814,100,begeben,
815,100,bremsen,
816,100,dokumentieren,
817,100,eilen,
818,100,einreichen,
819,100,einschlagen,
820,100,entgegenkommen,
821,100,erforschen,
822,100,erkundigen,
823,100,erleiden,
824,100,erziehen,
825,100,festnehmen,
826,100,festsetzen,
827,100,konzipieren,
828,100,motivieren,
829,100,spezialisieren,
830,100,strukturieren,
831,100,umarmen,
832,100,verdanken,
833,100,verdoppeln,
834,100,vereinfachen,
835,100,verknüpfen,
836,100,verwirklichen,
837,100,vorbeugen,
838,100,zulegen,
839,100,überholen,
840,100,umbringen,"to kill, to murder, to be very angry at someone"
841,100,preisen,"to praise, to commend"
842,100,beeinträchtigen,
843,100,beinhalten,
844,100,bereitstellen,
845,100,erlassen,
846,100,formen,
847,100,gestatten,
848,100,scheren,
849,100,sicherstellen,
850,100,angehen,"to concern, to tackle (a problem), to turn on (a machine)"
851,100,antreten,"to begin, to compete"
852,100,aufstellen,"to set up, to establish"
853,100,ausbauen,"to expand, to develop"
854,100,ausschließen,"to exclude, to eliminate"
855,100,ausstatten,"to equip, to outfit"
856,100,durchsetzen,"to enforce, to assert"
857,100,registrieren,"to register, to enroll"
858,100,erläutern,"to explain, to clarify"
859,100,kehren,"to return, to sweep"
860,100,verweisen,"to refer, to direct"
861,100,vorsehen,"to plan, to provide for"
862,100,fällen,"to fall, to fell"
863,100,sieben,"to sieve, to filter"
864,100,baden,
865,100,würzen,
866,100,zerschlagen,
867,100,anklicken,
868,100,ausleihen,
869,100,austragen,
870,100,basteln,
871,100,bemalen,
872,100,einpacken,
873,100,gratulieren,
874,100,kommunizieren,
875,100,konstruieren,
876,100,nachfragen,
877,100,recherchieren,
878,100,scannen,
879,100,umbauen,
880,100,umsteigen,
881,100,vergehen,
882,100,vermieten,
883,100,vorbeikommen,
884,100,weiterführen,
885,100,weiterleiten,
886,100,zurückblicken,
887,100,überreichen,
888,100,experimentieren,to experiment
889,100,umtauschen,"to convert, to exchange (currency)"
890,100,verabreden,"to arrange, to make an appointment"
891,101,schleichen,"to sneak, to creep"
892,101,schwingen,
893,101,kommentieren,to comment
894,101,verzehren,to consumme (with your mouth)
895,101,befehlen,
896,101,blasen,
897,101,blitzen,
898,101,deuten,
899,101,einbauen,
900,101,graben,
901,101,heizen,
902,101,herausfordern,
903,101,leuchten,
904,101,managen,
905,101,nützen,
906,101,pfeifen,
907,101,plagen,
908,101,reizen,
909,101,ringen,
910,101,rühren,
911,101,schwitzen,
912,101,siegen,
913,101,toben,
914,101,überwinden,
915,101,verderben,
916,101,vereinigen,
917,101,verwechseln,
918,101,verweigern,
919,101,zaubern,
920,101,zittern,
921,101,abbiegen,
922,101,abdecken,
923,101,abhalten,
924,101,ablegen,
925,101,abrechnen,
926,101,abschreiben,
927,101,absetzen,
928,101,abstellen,
929,101,abwarten,
930,101,abwickeln,
931,101,ahnen,
932,101,anbringen,
933,101,andeuten,
934,101,anfallen,
935,101,angucken,
936,101,animieren,
937,101,ansetzen,
938,101,ansteigen,to increase
939,101,anstreben,
940,101,anstrengen,
941,101,aufbringen,
942,101,aufgehen,
943,101,aufkommen,
944,101,auflisten,
945,101,aufsetzen,
946,101,aufzeigen,
947,101,ausblenden,
948,101,ausbrechen,
949,101,ausbreiten,
950,101,ausdrücken,
951,101,auseinandersetzen,
952,101,ausgleichen,
953,101,aushalten,
954,101,ausrüsten,
955,101,ausstrahlen,
956,101,austreten,
957,101,ausweisen,
958,101,bedecken,
959,101,bedürfen,
960,101,befestigen,
961,101,befragen,
962,101,begreifen,
963,101,begrenzen,
964,101,beitreten,
965,101,bekanntgeben,
966,101,beleuchten,
967,101,bemessen,
968,101,beschuldigen,
969,101,bestreiten,
970,101,betreten,
971,101,bewohnen,
972,101,blättern,
973,101,dastehen,
974,101,dekorieren,
975,101,dominieren,
976,101,einarbeiten,
977,101,einbrechen,
978,101,einbringen,
979,101,eindringen,
980,101,eingestehen,
981,101,eingreifen,
982,101,einhalten,
983,101,einräumen,
984,101,einsammeln,
985,101,eintreffen,
986,101,einzahlen,
987,101,entfallen,
988,101,entnehmen,
989,101,entschärfen,
990,101,entsorgen,
991,101,erbringen,
992,101,ereignen,
993,101,erkranken,
994,101,erlangen,
995,101,erlernen,
996,101,ernten,
997,101,erstatten,
998,101,erwidern,
999,101,erwischen,
1000,101,erörtern,
1001,101,etablieren,
1002,101,feststehen,
1003,101,fungieren,
1004,101,genehmigen,
1005,101,grinsen,
1006,101,hacken,
1007,101,haften,
1008,101,hegen,
1009,101,herauskommen,
1010,101,herausstellen,
1011,101,hinausgehen,
1012,101,hochladen,
1013,101,hocken,
1014,101,ignorieren,
1015,101,infizieren,
1016,101,interviewen,
1017,101,kalkulieren,
1018,101,kennzeichnen,
1019,101,knacken,
1020,101,kompensieren,
1021,101,komponieren,
1022,101,kreisen,
1023,101,kürzen,
1024,101,langweilen,
1025,101,lauern,
1026,101,lehnen,to lean
1027,101,losgehen,
1028,101,mangeln,
1029,101,manipulieren,
1030,101,mitwirken,
1031,101,modernisieren,
1032,101,nachfolgen,
1033,101,nachgehen,
1034,101,neigen,
1035,101,nominieren,
1036,101,nähen,
1037,101,optimieren,
1038,101,platzen,
1039,101,platzieren,
1040,101,pressen,
1041,101,promovieren,
1042,101,publizieren,
1043,101,rauben,
1044,101,recyceln,
1045,101,regieren,
1046,101,reiben,
1047,101,resultieren,
1048,101,schildern,
1049,101,schleppen,
1050,101,schrumpfen,
1051,101,schwinden,
1052,101,sortieren,
1053,101,stabilisieren,
1054,101,synchronisieren,
1055,101,tippen,
1056,101,twittern,
1057,101,unterbreiten,
1058,101,unterbringen,
1059,101,unterlassen,
1060,101,unterlaufen,
1061,101,unterschätzen,
1062,101,veranschaulichen,
1063,101,verbleiben,to remain
1064,101,verdeutlichen,
1065,101,vereinen,
1066,101,verlegen,
1067,101,vermögen,
1068,101,verschaffen,
1069,101,verschenken,
1070,101,verschicken,
1071,101,verschließen,
1072,101,verschönern,
1073,101,versenden,
1074,101,versteigern,
1075,101,verständigen,
1076,101,versäumen,
1077,101,vollziehen,
1078,101,vorankommen,
1079,101,vorschreiben,
1080,101,vorziehen,
1081,101,weigern,
1082,101,widerstehen,
1083,101,wohlfühlen,
1084,101,zucken,
1085,101,zukommen,
1086,101,zurückführen,
1087,101,zurücktreten,
1088,101,zusammenhängen,
1089,101,zusammensetzen,
1090,101,zuschauen,
1091,101,zutreffen,
1092,101,zuwenden,
1093,101,ähneln,
1094,101,überarbeiten,
1095,101,übereinstimmen,
1096,101,übergehen,
1097,101,überreden,
1098,101,überschreiben,
1099,101,vorweisen,to demonstrate
1100,101,hindern,to prevent somebody from doing something
1101,101,schmerzen,"to hurt, to ache"
1102,101,saufen,"to drink (animals), to booze"
1103,101,schwellen,
1104,101,beissen,
1105,101,anfragen,
1106,101,beibehalten,
1107,101,deaktivieren,
1108,101,exportieren,
1109,101,gebieten,
1110,101,geleiten,
1111,101,grenzen,
1112,101,konfigurieren,
1113,101,listen,
1114,101,positionieren,
1115,101,posten,
1116,101,proben,
1117,101,tagen,
1118,101,ticken,
1119,101,übermitteln,
1120,101,verfahren,
1121,101,werten,
1122,101,wiederherstellen,
1123,101,zugreifen,
1124,101,zuweisen,
1125,101,lindern,"to alleviate, to relieve"
1126,101,entschließen,to decide (to do something) (refl.)
1127,101,einbeziehen,"to include, to involve, to integrate"
1128,101,gefährden,to endanger
1129,101,beschützen,"to protect, defend (security)"
1130,101,befreien,to free (make free)
1131,101,füttern,to feed (an animal)
1132,101,gönnen,"to treat, to allow, to grant"
1133,101,formulieren,"to formulate, to phrase"
1134,101,behindern,"to obstruct, to hamper"
1135,101,hetzen,"to rush, to hurry"
1136,101,verschweigen,to conceal
1137,101,befördern,to transport
1138,101,gebrauchen,"to use, to make use of"
1139,101,hingehen,"to go (there), (of time) to pass"
1140,101,schwören,"to swear, to take an oath"
1141,101,angreifen,to attack
1142,101,vernichten,"to destroy, to ruin, to annihilate, to eradicate"
1143,101,heilen,to heal
1144,101,zurückkehren,to return
1145,101,züchten,"to breed, to grow"
1146,101,wehren,"to defend, to resist"
1147,101,herkommen,"to come over, come here (towards the speaker), to come from"
1148,101,betrügen,"to cheat, to swindle, to defraud"
1149,101,beibringen,"to teach, to break (news, information) carefully to, to inflict"
1150,101,reissen,
1151,101,verschwenden,"to squander, to waste"
1152,101,verbergen,to conceal sth: to hide something
1153,101,weitergehen,"to continue, to proceed, to keep moving"
1154,101,versetzen,"to put, to move, to deal, to give (a blow, hit), to transfer (when to do with work)"
1155,101,beleidigen,"to offend someone, to insult someone"
1156,101,anhören,to listen to someone
1157,101,aussetzen,"to pause, to suspend something, to abandon someone, to expose oneself to something (refl.)"
1158,101,trauen,"to trust, to marry, to dare (refl.)"
1159,101,hinzufügen,to add
1160,101,spalten,"to split, to divide"
1161,101,schulden,"to owe, to be due to"
1162,101,mitspielen,
1163,102,auskommen,
1164,102,beleben,
1165,102,brüllen,
1166,102,demonstrieren,
1167,102,erlöschen,
1168,102,erschöpfen,
1169,102,gedeihen,
1170,102,grüßen,
1171,102,isolieren,
1172,102,lauschen,"to listen, to eavesdrop"
1173,102,locken,
1174,102,ruhen,
1175,102,schleifen,
1176,102,schweben,
1177,102,strahlen,
1178,102,streben,
1179,102,strecken,
1180,102,verkehren,
1181,102,abgrenzen,
1182,102,abschalten,
1183,102,abspielen,
1184,102,abzeichnen,
1185,102,angehören,
1186,102,anklagen,
1187,102,anmerken,
1188,102,anordnen,
1189,102,anrichten,
1190,102,anstehen,
1191,102,anvertrauen,
1192,102,aufbewahren,
1193,102,auflegen,
1194,102,aufrufen,
1195,102,aufschlagen,
1196,102,aufsuchen,
1197,102,auftragen,
1198,102,aufziehen,
1199,102,ausdehnen,
1200,102,auslegen,
1201,102,ausnehmen,
1202,102,ausnutzen,
1203,102,ausprobieren,
1204,102,ausschalten,
1205,102,ausscheiden,
1206,102,ausweichen,
1207,102,beabsichtigen,
1208,102,bedauern,
1209,102,befriedigen,
1210,102,berufen,
1211,102,beschaffen,
1212,102,beseitigen,
1213,102,bewähren,
1214,102,bohren,
1215,102,charakterisieren,
1216,102,dulden,
1217,102,durchgehen,
1218,102,durchziehen,
1219,102,einholen,
1220,102,einlassen,
1221,102,einlegen,
1222,102,einschätzen,
1223,102,einsehen,
1224,102,entfalten,
1225,102,entgehen,
1226,102,erhoffen,
1227,102,erschließen,
1228,102,ersparen,
1229,102,erwachen,
1230,102,erwecken,
1231,102,fixieren,
1232,102,flüchten,
1233,102,freigeben,
1234,102,gestehen,
1235,102,herausgeben,
1236,102,herausnehmen,
1237,102,hervorgehen,
1238,102,hervorrufen,
1239,102,hinnehmen,
1240,102,inszenieren,
1241,102,konfrontieren,
1242,102,lagern,
1243,102,loslassen,
1244,102,mahnen,
1245,102,plädieren,
1246,102,reflektieren,
1247,102,repräsentieren,
1248,102,rutschen,
1249,102,schämen,
1250,102,segeln,
1251,102,spannen,
1252,102,spiegeln,
1253,102,trösten,
1254,102,täuschen,
1255,102,umwandeln,
1256,102,unterdrücken,
1257,102,untergehen,
1258,102,unterstellen,
1259,102,veranlassen,
1260,102,verdrängen,
1261,102,verfallen,
1262,102,vermindern,
1263,102,vernachlässigen,
1264,102,vernehmen,
1265,102,versammeln,
1266,102,verschärfen,
1267,102,verwundern,
1268,102,verzeichnen,
1269,102,vorangehen,
1270,102,vortragen,
1271,102,wandeln,
1272,102,wegnehmen,
1273,102,wehen,
1274,102,zuführen,
1275,102,zurückgreifen,
1276,102,zurücklegen,
1277,102,zurückweisen,
1278,102,zusammenkommen,
1279,102,zustehen,
1280,102,zutrauen,
1281,102,überfordern,
1282,102,übersehen,
1283,102,überstehen,
1284,102,überziehen,
1285,102,erschießen,to shoot dead
1286,102,quellen,"to soak, to swell"
1287,102,rinnen,
1288,102,weben,
1289,102,loswerden,to get rid of someone/something
1290,102,erfreuen,"to please, to enjoy (refl.)"
1291,102,hauen,"to slash, to cut, to hit (coll.)"
1292,102,versagen,"to fail, to refuse, to deny"
1293,102,gedenken,"to commemorate, to remember"
1294,102,modern,to modernize
1295,102,angeln,
1296,102,husten,
1297,102,einschreiben,"to sign up, to enroll"
1298,102,beeilen,"to hurry, to hasten, to rush (refl.)"
1299,102,schiefgehen,to go wrong
1300,103,verschlechtern,to worsen
1301,103,abkühlen,to cool down
1302,103,verheiraten,"to marry (to perform the marriage), to get married (refl.)"
1303,103,stricken,to knit
1304,103,unterzeichnen,to sign (formal)
1305,103,erwärmen,to warm
1306,103,verkleinern,to reduce
1307,103,säubern,to clean
1308,103,verkürzen,to shorten
1309,103,verlangsamen,to slow down
1310,103,ermorden,to murder
1311,103,ruinieren,to ruin
1312,103,scheissen,to shit
1313,103,vergiften,to poison
1314,103,anhaben,
1315,103,erkälten,
1316,103,falten,
1317,103,schmeissen,
1318,103,spinnen,
1319,103,Staub saugen,
1320,103,zelten,
1321,103,verkleiden,"to dress up, to disguise oneself (refl.)"
1322,103,rasieren,to shave (refl.)
1323,103,pfeffern,to season with pepper
1324,103,bestreuen,to sprinkle
1325,103,einprägen,to memorize
1326,103,wiedersehen,"to see again, to meet again"
1327,103,nerven,"to annoy someone, to get on someone's nerves"
1328,103,duzen,to address informally
1329,103,siezen,to address formally
1330,103,überfallen,"to attack, to raid (a bank), to invade (a country)"
1331,103,schwächen,to weaken
1332,103,vergrößern,to enlarge
1333,103,verschmutzen,to dirty
1334,103,weichen,to soften
1335,103,vererben,to inherit
1336,103,verdammen,"to condemn, to damn"
1337,103,klauen,to steal (colloquial)
1338,103,entkommen,to escape
1339,103,entführen,"to abduct, to kidnap"
1340,103,riskieren,to risk
1341,103,begraben,to bury
1342,103,besiegen,to defeat (in battle or contest)
1343,103,sanieren,to renovate
1344,103,schnappen,"to snap (with one's mouth), to catch, to nab (a criminal) (coll.)"
1345,103,rauskommen,"to get out, to make it big (with gross before verb)"
1346,103,erschaffen,"to create, to produce, to make"
1347,103,rächen,to take revenge (refl.)
1348,103,bereuen,"to regret something, to rue something"
1349,103,explodieren,to explode
1350,103,opfern,to sacrifice
1351,103,feuern,"to fire (a weapon), to fire (terminate employment)"
1352,103,belohnen,
1353,103,dämpfen,
1354,103,dehnen,
1355,103,ehren,
1356,103,ersticken,
1357,103,erwägen,
1358,103,verrühren,"to stir, to mix"
1359,103,glänzen,
1360,103,heulen,
1361,103,hüpfen,
1362,103,impfen,
1363,103,irritieren,
1364,103,knüpfen,
1365,103,nähren,
1366,103,quälen,
1367,103,räumen,
1368,103,rüsten,
1369,103,segnen,
1370,103,spritzen,
1371,103,staunen,
1372,103,stopfen,
1373,103,taugen,
1374,103,verführen,
1375,103,vergewaltigen,
1376,103,verklagen,
1377,103,verschlafen,
1378,103,verweilen,
1379,103,wachen,
1380,103,währen,
1381,103,weihen,
1382,103,zünden,
1383,103,zurücknehmen,
1384,103,abarbeiten,
1385,103,abfangen,
1386,103,abfinden,
1387,103,abfragen,
1388,103,abführen,
1389,103,abgehen,
1390,103,abhaken,
1391,103,abklären,
1392,103,ablesen,
1393,103,abliefern,
1394,103,abmelden,
1395,103,abrunden,
1396,103,abschaffen,
1397,103,abschieben,
1398,103,abschmecken,
1399,103,abschrecken,
1400,103,abschätzen,
1401,103,absichern,
1402,103,absprechen,
1403,103,absteigen,
1404,103,abstürzen,
1405,103,abtreten,
1406,103,abverlangen,
1407,103,abwechseln,
1408,103,abwehren,
1409,103,abweisen,
1410,103,abwägen,
1411,103,ahnden,
1412,103,alarmieren,
1413,103,anbauen,
1414,103,anbinden,
1415,103,anbraten,
1416,103,andauern,
1417,103,aneignen,
1418,103,anfahren,
1419,103,anfertigen,
1420,103,anfordern,
1421,103,anfühlen,
1422,103,anheben,
1423,103,anknüpfen,
1424,103,ankurbeln,
1425,103,anlaufen,
1426,103,anlocken,
1427,103,anpacken,
1428,103,anrechnen,
1429,103,anreichern,
1430,103,anreisen,
1431,103,ansagen,
1432,103,anschlagen,
1433,103,anschreiben,
1434,103,anspannen,
1435,103,anstecken,
1436,103,ansteuern,
1437,103,anstossen,
1438,103,antreffen,
1439,103,antreiben,
1440,103,anwachsen,
1441,103,anweisen,
1442,103,anzünden,
1443,103,appellieren,
1444,103,argumentieren,
1445,103,arrangieren,
1446,103,attackieren,
1447,103,attestieren,
1448,103,aufarbeiten,
1449,103,aufbereiten,
1450,103,aufbrauchen,
1451,103,aufdecken,
1452,103,auferlegen,
1453,103,auffangen,
1454,103,auffinden,
1455,103,auffüllen,
1456,103,aufgreifen,
1457,103,aufholen,
1458,103,aufhängen,
1459,103,auflaufen,
1460,103,aufrechterhalten,
1461,103,aufschließen,
1462,103,aufspielen,
1463,103,aufspüren,
1464,103,aufstocken,
1465,103,aufteilen,
1466,103,aufwarten,
1467,103,aufwenden,
1468,103,aufwerten,
1469,103,aufzeichnen,
1470,103,ausarbeiten,
1471,103,ausbleiben,
1472,103,ausbuchen,
1473,103,ausdenken,
1474,103,ausfällen,
1475,103,aushandeln,
1476,103,auskennen,
1477,103,ausklingen,
1478,103,auslassen,
1479,103,auslasten,
1480,103,auslaufen,
1481,103,ausleben,
1482,103,ausliefern,
1483,103,ausrollen,
1484,103,ausrufen,
1485,103,ausräumen,
1486,103,aussagen,"to testify, to state"
1487,103,ausschreiben,
1488,103,ausschöpfen,
1489,103,ausschütten,
1490,103,ausspielen,
1491,103,austoben,
1492,103,ausverkaufen,
1493,103,auswechseln,
1494,103,ausweiten,
1495,103,auszahlen,
1496,103,automatisieren,
1497,103,avancieren,
1498,103,bahnen,
1499,103,beanspruchen,
1500,103,beanstanden,
1501,103,beanständen,
1502,103,bedachen,
1503,103,bedrucken,
1504,103,befahren,
1505,103,befallen,
1506,103,beflügeln,
1507,103,befolgen,
1508,103,befristen,
1509,103,befüllen,
1510,103,befürworten,
1511,103,begehren,
1512,103,begleichen,
1513,103,begnügen,
1514,103,begutachten,
1515,103,begünstigen,
1516,103,beharren,
1517,103,beheben,
1518,103,beheimaten,
1519,103,beherbergen,
1520,103,beilegen,
1521,103,beisteuern,
1522,103,bejahen,
1523,103,bejubeln,
1524,103,bekennen,
1525,103,bekleiden,
1526,103,bekräftigen,
1527,103,bekunden,
1528,103,beladen,
1529,103,belassen,
1530,103,belaufen,
1531,103,belehren,
1532,103,belieben,
1533,103,beliefern,
1534,103,belästigen,
1535,103,bemängeln,
1536,103,benachrichtigen,
1537,103,benachteiligen,
1538,103,bereichern,
1539,103,bereisen,
1540,103,bereithalten,
1541,103,besagen,
1542,103,bescheiden,
1543,103,bescheinigen,
1544,103,bescheren,
1545,103,beschimpfen,
1546,103,beschlagnahmen,
1547,103,beschreiten,
1548,103,beschwören,
1549,103,besiegeln,
1550,103,besinnen,
1551,103,bessern,
1552,103,bestaunen,
1553,103,bestechen,
1554,103,besteigen,
1555,103,bestärken,
1556,103,bestücken,
1557,103,beteuern,
1558,103,betätigen,
1559,103,bewilligen,
1560,103,bewirtschaften,
1561,103,beziffern,
1562,103,bezweifeln,
1563,103,bezwingen,
1564,103,bilanzieren,
1565,103,blenden,
1566,103,blockieren,
1567,103,bloggen,
1568,103,boomen,
1569,103,bündeln,
1570,103,checken,
1571,103,darlegen,
1572,103,datieren,
1573,103,dazugeben,
1574,103,debattieren,
1575,103,dementieren,
1576,103,diagnostizieren,
1577,103,dirigieren,
1578,103,distanzieren,
1579,103,durchbrechen,
1580,103,durchdringen,
1581,103,durchhalten,
1582,103,durchlaufen,
1583,103,durchlesen,
1584,103,durchsuchen,
1585,103,ebnen,
1586,103,einberufen,
1587,103,einbetten,
1588,103,einbinden,
1589,103,einbüssen,
1590,103,eindämmen,
1591,103,einfahren,
1592,103,einfangen,
1593,103,einfinden,
1594,103,einfliessen,
1595,103,einfordern,
1596,103,einhergehen,
1597,103,einkehren,
1598,103,einliefern,
1599,103,einloggen,
1600,103,einläuten,
1601,103,einlösen,
1602,103,einmischen,
1603,103,einordnen,
1604,103,einplanen,
1605,103,einsenden,
1606,103,einsparen,
1607,103,einspielen,
1608,103,einstecken,
1609,103,einstimmen,
1610,103,einstudieren,
1611,103,einstufen,
1612,103,eintauchen,
1613,103,einteilen,
1614,103,einweihen,
1615,103,einwirken,
1616,103,entfachen,
1617,103,entgegennehmen,
1618,103,entgegensetzen,
1619,103,entgegenwirken,
1620,103,entgegnen,
1621,103,enthüllen,
1622,103,entlarven,
1623,103,entlasten,
1624,103,entpuppen,
1625,103,entrichten,
1626,103,entschädigen,
1627,103,entsenden,
1628,103,entspringen,
1629,103,entstammen,
1630,103,entwenden,
1631,103,entzünden,
1632,103,erachten,
1633,103,erahnen,
1634,103,erbauen,
1635,103,erben,
1636,103,erbeuten,
1637,103,erbitten,
1638,103,erblicken,
1639,103,erfragen,
1640,103,ergattern,
1641,103,ergehen,
1642,103,erhitzen,
1643,103,erklimmen,
1644,103,erklingen,
1645,103,erkämpfen,
1646,103,erliegen,
1647,103,erlösen,
1648,103,ermuntern,
1649,103,ermutigen,
1650,103,ermässigen,
1651,103,ernennen,
1652,103,erneuern,
1653,103,erobern,
1654,103,erproben,
1655,103,errechnen,
1656,103,erringen,
1657,103,erschlagen,
1658,103,erschüttern,
1659,103,erspielen,
1660,103,erstehen,
1661,103,erstrahlen,
1662,103,ertönen,
1663,103,erwirtschaften,
1664,103,erzwingen,
1665,103,eskalieren,
1666,103,favorisieren,
1667,103,fegen,
1668,103,fertigstellen,
1669,103,fesseln,
1670,103,festigen,
1671,103,festschreiben,
1672,103,filmen,
1673,103,filtern,
1674,103,fokussieren,
1675,103,forcieren,
1676,103,formieren,
