Nr,level,question,answer,german,english
283,4,Wir haben _____ ein Team-Meeting.,wöchentlich,Wir haben wöchentlich ein Team-Meeting.,We have a team meeting every week.
284,4,Sie bekommt _____ eine neue Aufgabe in ihrem Kurs.,wöchentlich,Sie bekommt wöchentlich eine neue Aufgabe in ihrem Kurs.,She gets a new assignment in her course every week.
285,4,_____ kaufen wir frisches Obst und Gemüse auf dem Markt.,Wöchentlich,Wöchentlich kaufen wir frisches Obst und Gemüse auf dem Markt.,We buy fresh fruits and vegetables at the market weekly.
286,4,Ich zahle meine Miete _____.,monatlich,Ich zahle meine Miete monatlich.,I pay my rent monthly.
287,4,Er bekommt sein Gehalt _____ auf sein Konto überwiesen.,monatlich,Er bekommt sein Gehalt monatlich auf sein Konto überwiesen.,He receives his salary monthly in his bank account.
288,4,Wir treffen uns _____ mit unseren Freunden zum Essen.,monatlich,Wir treffen uns monatlich mit unseren Freunden zum Essen.,We meet monthly with our friends for dinner.
289,4,Sie bekommt _____ eine Zeitschrift per Post.,monatlich,Sie bekommt monatlich eine Zeitschrift per Post.,She receives a magazine by mail every month.
290,4,_____ spare ich etwas Geld für den Urlaub.,Monatlich,Monatlich spare ich etwas Geld für den Urlaub.,I save some money every month for vacation.
291,4,Ich mache _____ eine Gesundheitsuntersuchung.,jährlich,Ich mache jährlich eine Gesundheitsuntersuchung.,I have a health check-up annually.
292,4,Er fährt _____ in den Urlaub nach Spanien.,jährlich,Er fährt jährlich in den Urlaub nach Spanien.,He goes on vacation to Spain every year.
293,4,Wir feiern _____ unser Firmenjubiläum.,jährlich,Wir feiern jährlich unser Firmenjubiläum.,We celebrate our company anniversary every year.
294,4,Sie bekommt _____ eine Gehaltserhöhung.,jährlich,Sie bekommt jährlich eine Gehaltserhöhung.,She receives a salary increase annually.
295,4,_____ findet ein großes Musikfestival in der Stadt statt.,Jährlich,Jährlich findet ein großes Musikfestival in der Stadt statt.,A big music festival takes place in the city every year.
296,4,_____ senden Sie uns die erforderlichen Unterlagen bis Freitag.,Bitte,Bitte senden Sie uns die erforderlichen Unterlagen bis Freitag.,Please send us the required documents by Friday.
297,4,Könnten Sie mir _____ die genaue Adresse mitteilen?,bitte,Könnten Sie mir bitte die genaue Adresse mitteilen?,Could you please provide me with the exact address?
298,4,"_____ beachten Sie, dass die Anmeldung bis zum 15. März erfolgen muss.",Bitte,"Bitte beachten Sie, dass die Anmeldung bis zum 15. März erfolgen muss.",Please note that registration must be completed by March 15.
299,4,"Falls Sie Fragen haben, kontaktieren Sie uns _____ per E-Mail.",bitte,"Falls Sie Fragen haben, kontaktieren Sie uns bitte per E-Mail.","If you have any questions, please contact us via email."
300,4,"_____ nehmen Sie Platz und warten Sie, bis Ihr Name aufgerufen wird.",Bitte,"Bitte nehmen Sie Platz und warten Sie, bis Ihr Name aufgerufen wird.",Please take a seat and wait until your name is called.
301,5,slowly,langsam,,
302,5,"quickly, rapidly",schnell,,
303,5,"in the front, at the front",vorn,,
304,5,at the back,hinten,,
305,5,above,oben,,
306,5,below,unten,,
307,5,over there,da drüben,,
308,5,"quite, fairly",ziemlich,,
309,5,before,vorher,,
310,5,after,danach,,
311,5,"even, at all",gar,,
312,5,"naturally, of course",natürlich,,
313,5,further,weiter,,
314,5,"even, self",selbst,,
315,5,no matter,egal,,
316,5,rather,lieber,,
317,5,for example,zum Beispiel,,
318,5,differently,anders,,
319,5,"immediately, right away",sofort,,
320,5,approximately,circa,,
321,5,recently,vor kurzem,,
322,5,currently,zurzeit,,
323,5,finally,endlich,,
324,7,several times,mehrmals,,
325,5,actively,aktiv,,
326,5,passively,passiv,,
327,6,"Bitte sprich nicht so _____, ich kann dir nicht folgen.",schnell,"Bitte sprich nicht so schnell, ich kann dir nicht folgen.","Please don’t speak so fast, I can’t follow you."
328,6,"Er läuft sehr _____, weil er für einen Wettkampf trainiert.",schnell,"Er läuft sehr schnell, weil er für einen Wettkampf trainiert.",He runs very fast because he is training for a competition.
329,6,"Die Zeit vergeht _____, wenn man Spaß hat.",schnell,"Die Zeit vergeht schnell, wenn man Spaß hat.",Time passes quickly when you are having fun.
330,6,"Wir müssen _____ gehen, sonst verpassen wir den Bus.",schnell,"Wir müssen schnell gehen, sonst verpassen wir den Bus.","We have to walk quickly, otherwise, we’ll miss the bus."
331,6,Sie hat _____ ihre Hausaufgaben gemacht und ist dann rausgegangen.,schnell,Sie hat schnell ihre Hausaufgaben gemacht und ist dann rausgegangen.,She quickly did her homework and then went outside.
332,6,"Bitte sprich _____, ich verstehe nicht alles.",langsam,"Bitte sprich langsam, ich verstehe nicht alles.","Please speak slowly, I don’t understand everything."
333,6,"Er fährt _____, weil die Straße rutschig ist.",langsam,"Er fährt langsam, weil die Straße rutschig ist.",He drives slowly because the road is slippery.
334,6,"Der Computer arbeitet _____, weil er alt ist.",langsam,"Der Computer arbeitet langsam, weil er alt ist.",The computer works slowly because it is old.
335,6,Sie ging _____ durch den Park und genoss die Sonne.,langsam,Sie ging langsam durch den Park und genoss die Sonne.,She walked slowly through the park and enjoyed the sun.
336,6,"Ich lerne _____, aber ich mache Fortschritte.",langsam,"Ich lerne langsam, aber ich mache Fortschritte.","I learn slowly, but I am making progress."
337,6,Mein Zimmer ist _____ im zweiten Stock.,oben,Mein Zimmer ist oben im zweiten Stock.,My room is upstairs on the second floor.
338,6,Das Buch liegt _____ auf dem Regal.,oben,Das Buch liegt oben auf dem Regal.,The book is on the shelf above.
339,6,"Ich gehe nach _____, um meine Jacke zu holen.",oben,"Ich gehe nach oben, um meine Jacke zu holen.",I'm going upstairs to get my jacket.
340,6,_____ auf dem Berg hat man eine schöne Aussicht.,Oben,Oben auf dem Berg hat man eine schöne Aussicht.,"At the top of the mountain, you have a beautiful view."
341,6,"Die Küche ist unten, das Wohnzimmer ist _____.",oben,"Die Küche ist unten, das Wohnzimmer ist oben.","The kitchen is downstairs, the living room is upstairs."
342,6,"Mein Schlafzimmer ist oben, die Küche ist _____.",unten,"Mein Schlafzimmer ist oben, die Küche ist unten.","My bedroom is upstairs, the kitchen is downstairs."
343,6,Das Buch liegt _____ im Regal.,unten,Das Buch liegt unten im Regal.,The book is on the lower shelf.
344,6,"Ich gehe nach _____, um die Tür zu öffnen.",unten,"Ich gehe nach unten, um die Tür zu öffnen.",I'm going downstairs to open the door.
345,6,_____ im Tal gibt es ein kleines Dorf.,Unten,Unten im Tal gibt es ein kleines Dorf.,"Down in the valley, there is a small village."
346,6,Bitte warten Sie _____ am Eingang.,unten,Bitte warten Sie unten am Eingang.,Please wait downstairs at the entrance.
347,6,"Ich sitze lieber _____ im Bus, weil ich die Aussicht mag.",vorn,"Ich sitze lieber vorn im Bus, weil ich die Aussicht mag.",I prefer to sit at the front of the bus because I like the view.
348,6,Das Museum ist gleich _____ an der Ecke.,vorn,Das Museum ist gleich vorn an der Ecke.,The museum is right at the front on the corner.
349,6,"Stell dich bitte _____ an, wenn du schon dran bist.",vorn,"Stell dich bitte vorn an, wenn du schon dran bist.",Please stand in front if it’s your turn.
350,6,_____ im Garten stehen viele bunte Blumen.,Vorn,Vorn im Garten stehen viele bunte Blumen.,"In the front of the garden, there are many colorful flowers."
351,6,Die besten Plätze im Theater sind oft ganz _____.,vorn,Die besten Plätze im Theater sind oft ganz vorn.,The best seats in the theater are often right at the front.
352,6,Das Auto steht ganz _____ auf dem Parkplatz.,hinten,Das Auto steht ganz hinten auf dem Parkplatz.,The car is parked all the way at the back of the parking lot.
353,6,_____ im Garten gibt es eine kleine Hütte.,Hinten,Hinten im Garten gibt es eine kleine Hütte.,"At the back of the garden, there is a small hut."
354,6,"Ich sitze lieber _____ im Bus, weil es ruhiger ist.",hinten,"Ich sitze lieber hinten im Bus, weil es ruhiger ist.",I prefer to sit at the back of the bus because it is quieter.
355,6,"Der Eingang ist vorne, aber _____ gibt es einen Notausgang.",hinten,"Der Eingang ist vorne, aber hinten gibt es einen Notausgang.","The entrance is at the front, but there is an emergency exit at the back."
356,6,_____ im Schrank habe ich noch ein altes Fotoalbum gefunden.,Hinten,Hinten im Schrank habe ich noch ein altes Fotoalbum gefunden.,"At the back of the cupboard, I found an old photo album."
357,6,Heute ist das Wetter _____.,anders,Heute ist das Wetter anders.,Today the weather is different.
358,6,Kannst du das _____ sagen?,anders,Kannst du das anders sagen?,Can you say that differently?
359,6,Er denkt _____ als ich.,anders,Er denkt anders als ich.,He thinks differently than I do.
360,6,Dieses Mal machen wir es _____.,anders,Dieses Mal machen wir es anders.,This time we will do it differently.
361,6,Jeder Mensch ist _____.,anders,Jeder Mensch ist anders.,Every person is different.
362,6,"Ich muss meine E-Mails checken, _____ kann ich nicht gehen.",vorher,"Ich muss meine E-Mails checken, vorher kann ich nicht gehen.","I have to check my emails, before that I can’t leave."
363,6,"Sie hatte noch nie Sushi probiert, _____ mochte sie es nicht.",vorher,"Sie hatte noch nie Sushi probiert, vorher mochte sie es nicht.","She had never tried sushi before, before that she didn’t like it."
364,6,"Wir sollten die Tickets kaufen, _____ könnten sie ausverkauft sein.",vorher,"Wir sollten die Tickets kaufen, vorher könnten sie ausverkauft sein.","We should buy the tickets, before that they might sell out."
365,6,"Er hat den Vertrag genau gelesen, _____ wollte er nicht unterschreiben.",vorher,"Er hat den Vertrag genau gelesen, vorher wollte er nicht unterschreiben.","He read the contract carefully, before that he didn’t want to sign."
366,6,"Ich rufe dich an, _____ muss ich aber noch etwas erledigen.",vorher,"Ich rufe dich an, vorher muss ich aber noch etwas erledigen.","I will call you, but before that, I need to take care of something."
367,6,Er hat das ganze Haus _____ renoviert.,selbst,Er hat das ganze Haus selbst renoviert.,He renovated the entire house himself.
368,6,"_____ wenn es regnet, gehe ich joggen.",Selbst,"Selbst wenn es regnet, gehe ich joggen.","Even when it rains, I go jogging."
369,6,"Sie hat das Problem _____ gelöst, ohne Hilfe zu brauchen.",selbst,"Sie hat das Problem selbst gelöst, ohne Hilfe zu brauchen.",She solved the problem herself without needing help.
370,6,_____ die besten Schüler machen manchmal Fehler.,Selbst,Selbst die besten Schüler machen manchmal Fehler.,Even the best students make mistakes sometimes.
371,6,"Ich kann das _____ machen, du musst mir nicht helfen.",selbst,"Ich kann das selbst machen, du musst mir nicht helfen.","I can do this myself, you don’t need to help me."
372,6,"Ich habe heute _____ keine Zeit, um ins Kino zu gehen.",gar,"Ich habe heute gar keine Zeit, um ins Kino zu gehen.",I have no time at all to go to the cinema today.
373,6,"Er spricht _____ kein Französisch, aber er lernt es gerade.",gar,"Er spricht gar kein Französisch, aber er lernt es gerade.","He doesn’t speak any French at all, but he is learning it."
374,6,"Das Essen schmeckt _____ nicht so schlecht, wie ich dachte.",gar,"Das Essen schmeckt gar nicht so schlecht, wie ich dachte.","The food doesn’t taste bad at all, as I thought."
375,6,"Ich wusste _____ nicht, dass du in Berlin wohnst.",gar,"Ich wusste gar nicht, dass du in Berlin wohnst.",I didn’t even know that you live in Berlin.
376,6,"Sie hat _____ nicht bemerkt, dass ich schon da war.",gar,"Sie hat gar nicht bemerkt, dass ich schon da war.",She didn’t even notice that I was already there.
377,6,"Ich mag Obst, _____ Äpfel und Bananen.",zum Beispiel,"Ich mag Obst, zum Beispiel Äpfel und Bananen.","I like fruit, for example, apples and bananas."
378,6,"Viele europäische Länder haben den Euro, _____ Deutschland und Frankreich.",zum Beispiel,"Viele europäische Länder haben den Euro, zum Beispiel Deutschland und Frankreich.","Many European countries use the euro, for example, Germany and France."
379,6,"Man kann viele Sportarten treiben, _____ Tennis oder Fussball.",zum Beispiel,"Man kann viele Sportarten treiben, zum Beispiel Tennis oder Fussball.","You can practice many sports, for example, tennis or soccer."
380,6,"Es gibt viele schöne Städte in Italien, _____ Rom und Florenz.",zum Beispiel,"Es gibt viele schöne Städte in Italien, zum Beispiel Rom und Florenz.","There are many beautiful cities in Italy, for example, Rome and Florence."
381,6,"Einige Tiere sind sehr intelligent, _____ Delfine und Elefanten.",zum Beispiel,"Einige Tiere sind sehr intelligent, zum Beispiel Delfine und Elefanten.","Some animals are very intelligent, for example, dolphins and elephants."
382,6,Das Konzert dauert _____ zwei Stunden.,circa,Das Konzert dauert circa zwei Stunden.,The concert lasts about two hours.
383,6,Wir haben _____ 20 Gäste zur Feier eingeladen.,circa,Wir haben circa 20 Gäste zur Feier eingeladen.,We invited approximately 20 guests to the party.
384,6,Der Zug kommt in _____ fünf Minuten an.,circa,Der Zug kommt in circa fünf Minuten an.,The train arrives in about five minutes.
385,6,Die Reise nach Berlin dauert _____ vier Stunden mit dem Auto.,circa,Die Reise nach Berlin dauert circa vier Stunden mit dem Auto.,The trip to Berlin takes about four hours by car.
386,6,Die Wohnung kostet _____ 1.000 Euro pro Monat.,circa,Die Wohnung kostet circa 1.000 Euro pro Monat.,"The apartment costs approximately 1,000 euros per month."
387,6,Ich trinke _____ Tee als Kaffee.,lieber,Ich trinke lieber Tee als Kaffee.,I prefer drinking tea over coffee.
388,6,"Er bleibt _____ zu Hause, wenn es regnet.",lieber,"Er bleibt lieber zu Hause, wenn es regnet.",He prefers staying at home when it rains.
389,6,Wir fahren _____ mit dem Zug als mit dem Auto.,lieber,Wir fahren lieber mit dem Zug als mit dem Auto.,We prefer traveling by train rather than by car.
390,6,Sie isst _____ Gemüse als Fleisch.,lieber,Sie isst lieber Gemüse als Fleisch.,She prefers eating vegetables over meat.
391,6,Ich lese _____ Bücher als Filme zu schauen.,lieber,Ich lese lieber Bücher als Filme zu schauen.,I prefer reading books rather than watching movies.
392,6,"_____ helfe ich dir, wenn du Hilfe brauchst.",Natürlich,"Natürlich helfe ich dir, wenn du Hilfe brauchst.","Of course, I will help you if you need help."
393,6,"Er war müde, also hat er sich _____ früh schlafen gelegt.",natürlich,"Er war müde, also hat er sich natürlich früh schlafen gelegt.","He was tired, so of course, he went to bed early."
394,6,"_____ kannst du mich jederzeit anrufen, wenn du Fragen hast.",Natürlich,"Natürlich kannst du mich jederzeit anrufen, wenn du Fragen hast.","Of course, you can call me anytime if you have questions."
395,6,"Es ist _____ wichtig, gesund zu essen.",natürlich,"Es ist natürlich wichtig, gesund zu essen.","Naturally, it is important to eat healthily."
396,6,"Sie war nervös vor der Prüfung, was _____ verständlich ist.",natürlich,"Sie war nervös vor der Prüfung, was natürlich verständlich ist.","She was nervous before the exam, which is naturally understandable."
397,6,Das Wetter ist heute _____ kalt für den Frühling.,ziemlich,Das Wetter ist heute ziemlich kalt für den Frühling.,The weather is quite cold today for spring.
398,6,"Die Prüfung war _____ schwer, aber ich habe mein Bestes gegeben.",ziemlich,"Die Prüfung war ziemlich schwer, aber ich habe mein Bestes gegeben.","The exam was quite difficult, but I did my best."
399,6,Er ist ein _____ erfahrener Ingenieur in seinem Bereich.,ziemlich,Er ist ein ziemlich erfahrener Ingenieur in seinem Bereich.,He is quite an experienced engineer in his field.
400,6,"Die Wohnung ist _____ teuer, aber sie hat eine tolle Lage.",ziemlich,"Die Wohnung ist ziemlich teuer, aber sie hat eine tolle Lage.","The apartment is quite expensive, but it has a great location."
401,6,"Das Buch war _____ interessant, ich konnte es kaum weglegen.",ziemlich,"Das Buch war ziemlich interessant, ich konnte es kaum weglegen.","The book was quite interesting, I could hardly put it down."
402,6,"Es ist mir _____, welchen Film wir schauen.",egal,"Es ist mir egal, welchen Film wir schauen.",I don’t care which movie we watch.
403,6,"Er sagt, dass ihm das Ergebnis _____ ist, aber ich glaube ihm nicht.",egal,"Er sagt, dass ihm das Ergebnis egal ist, aber ich glaube ihm nicht.","He says he doesn’t care about the result, but I don’t believe him."
404,6,"_____ wie viel es kostet, ich möchte dieses Konzert sehen.",Egal,"Egal wie viel es kostet, ich möchte dieses Konzert sehen.","No matter how much it costs, I want to see this concert."
405,6,"Ob wir morgen oder übermorgen fahren, ist mir _____.",egal,"Ob wir morgen oder übermorgen fahren, ist mir egal.","Whether we leave tomorrow or the day after, I don’t mind."
406,6,"Sie tut so, als wäre ihr alles _____, aber das stimmt nicht.",egal,"Sie tut so, als wäre ihr alles egal, aber das stimmt nicht.","She acts as if she doesn’t care about anything, but that’s not true."
407,6,"Wir gehen ins Kino, und _____ essen wir in einem Restaurant.",danach,"Wir gehen ins Kino, und danach essen wir in einem Restaurant.","We are going to the cinema, and after that, we will eat in a restaurant."
408,6,"Er hat das Meeting beendet, _____ hat er eine Pause gemacht.",danach,"Er hat das Meeting beendet, danach hat er eine Pause gemacht.","He finished the meeting, and afterwards, he took a break."
409,6,"Ich mache meine Hausaufgaben, _____ treffe ich mich mit Freunden.",danach,"Ich mache meine Hausaufgaben, danach treffe ich mich mit Freunden.","I do my homework, and after that, I meet up with friends."
410,6,"Sie hat die Präsentation gehalten, _____ gab es viele Fragen.",danach,"Sie hat die Präsentation gehalten, danach gab es viele Fragen.","She gave the presentation, and afterwards, there were many questions."
411,6,"Ich habe das Buch gelesen, _____ habe ich den Film geschaut.",danach,"Ich habe das Buch gelesen, danach habe ich den Film geschaut.","I read the book, and after that, I watched the movie."
412,6,Nach einer kurzen Pause arbeiten wir _____.,weiter,Nach einer kurzen Pause arbeiten wir weiter.,"After a short break, we continue working."
413,6,"Er hat das Buch nicht beendet, aber er liest morgen _____.",weiter,"Er hat das Buch nicht beendet, aber er liest morgen weiter.","He hasn't finished the book, but he will continue reading tomorrow."
414,6,"Wir müssen _____fahren, sonst kommen wir zu spät an.",weiter,"Wir müssen weiterfahren, sonst kommen wir zu spät an.","We have to keep driving, otherwise, we will arrive too late."
415,6,"Sie hat eine Frage gestellt, aber der Lehrer hat einfach _____gesprochen.",weiter,"Sie hat eine Frage gestellt, aber der Lehrer hat einfach weitergesprochen.","She asked a question, but the teacher just kept talking."
416,6,"Wenn du so _____ lernst, wirst du die Prüfung bestehen.",weiter,"Wenn du so weiter lernst, wirst du die Prüfung bestehen.","If you keep studying like this, you will pass the exam."
417,6,Bitte rufen Sie mich _____ zurück.,sofort,Bitte rufen Sie mich sofort zurück.,Please call me back immediately.
418,6,Er musste _____ ins Krankenhaus gehen.,sofort,Er musste sofort ins Krankenhaus gehen.,He had to go to the hospital right away.
419,6,"Ich komme _____, ich muss nur noch meine Schuhe anziehen.",sofort,"Ich komme sofort, ich muss nur noch meine Schuhe anziehen.","I’ll come immediately, I just need to put on my shoes."
420,6,"Wenn du Hilfe brauchst, sag es mir _____.",sofort,"Wenn du Hilfe brauchst, sag es mir sofort.","If you need help, tell me right away."
421,6,Nach dem Unfall rief sie _____ die Polizei an.,sofort,Nach dem Unfall rief sie sofort die Polizei an.,"After the accident, she immediately called the police."
422,6,Ich habe _____ einen neuen Job angefangen.,vor kurzem,Ich habe vor kurzem einen neuen Job angefangen.,I recently started a new job.
423,6,_____ habe ich ein interessantes Buch gelesen.,Vor kurzem,Vor kurzem habe ich ein interessantes Buch gelesen.,I read an interesting book a short time ago.
424,6,Wir sind _____ in eine neue Wohnung gezogen.,vor kurzem,Wir sind vor kurzem in eine neue Wohnung gezogen.,We moved into a new apartment recently.
425,6,Er hat _____ mit dem Klavierspielen begonnen.,vor kurzem,Er hat vor kurzem mit dem Klavierspielen begonnen.,He started playing the piano a short time ago.
426,6,_____ habe ich eine alte Schulfreundin wiedergetroffen.,Vor kurzem,Vor kurzem habe ich eine alte Schulfreundin wiedergetroffen.,I recently met an old school friend again.
427,6,Ich arbeite _____ an einem wichtigen Projekt.,zurzeit,Ich arbeite zurzeit an einem wichtigen Projekt.,I am currently working on an important project.
428,6,_____ ist das Wetter sehr kalt.,Zurzeit,Zurzeit ist das Wetter sehr kalt.,"At the moment, the weather is very cold."
429,6,"Er lernt _____ Spanisch, weil er nach Madrid reisen möchte.",zurzeit,"Er lernt zurzeit Spanisch, weil er nach Madrid reisen möchte.",He is currently learning Spanish because he wants to travel to Madrid.
430,6,_____ gibt es viele Baustellen in der Stadt.,Zurzeit,Zurzeit gibt es viele Baustellen in der Stadt.,"At the moment, there are many construction sites in the city."
431,6,Wir haben _____ keine freien Termine.,zurzeit,Wir haben zurzeit keine freien Termine.,We currently have no available appointments.
432,6,Nach einer langen Reise sind wir _____ angekommen.,endlich,Nach einer langen Reise sind wir endlich angekommen.,"After a long journey, we have finally arrived."
433,6,Er hat _____ seine Abschlussarbeit abgegeben.,endlich,Er hat endlich seine Abschlussarbeit abgegeben.,He has finally submitted his thesis.
434,6,"_____ habe ich genug Zeit, um mein Buch zu lesen.",Endlich,"Endlich habe ich genug Zeit, um mein Buch zu lesen.","Finally, I have enough time to read my book."
435,6,Sie hat jahrelang trainiert und _____ den Marathon gewonnen.,endlich,Sie hat jahrelang trainiert und endlich den Marathon gewonnen.,She trained for years and finally won the marathon.
436,6,"Wir haben lange gewartet, aber _____ wurde unser Antrag genehmigt.",endlich,"Wir haben lange gewartet, aber endlich wurde unser Antrag genehmigt.","We waited a long time, but finally, our application was approved."
437,8,"Ich habe ihn _____ angerufen, aber er hat nicht geantwortet.",mehrmals,"Ich habe ihn mehrmals angerufen, aber er hat nicht geantwortet.","I called him several times, but he didn’t answer."
438,8,"_____ am Tag trinke ich Wasser, um genug Flüssigkeit zu haben.",Mehrmals,"Mehrmals am Tag trinke ich Wasser, um genug Flüssigkeit zu haben.","Several times a day, I drink water to stay hydrated."
439,8,Er war schon _____ in Berlin und kennt die Stadt gut.,mehrmals,Er war schon mehrmals in Berlin und kennt die Stadt gut.,He has been to Berlin several times and knows the city well.
440,8,"Sie musste die Aufgabe _____ wiederholen, bevor sie sie verstanden hat.",mehrmals,"Sie musste die Aufgabe mehrmals wiederholen, bevor sie sie verstanden hat.",She had to repeat the task several times before she understood it.
441,8,"Ich habe den Film _____ gesehen, weil er mir so gut gefällt.",mehrmals,"Ich habe den Film mehrmals gesehen, weil er mir so gut gefällt.",I have watched the movie several times because I like it so much.
442,6,Er beteiligt sich _____ an den Diskussionen in der Schule.,aktiv,Er beteiligt sich aktiv an den Diskussionen in der Schule.,He actively participates in the discussions at school.
443,6,Sie sucht _____ nach einem neuen Job.,aktiv,Sie sucht aktiv nach einem neuen Job.,She is actively looking for a new job.
444,6,Wir müssen _____ etwas für den Umweltschutz tun.,aktiv,Wir müssen aktiv etwas für den Umweltschutz tun.,We have to actively do something for environmental protection.
445,6,"Er trainiert _____, um seine Fitness zu verbessern.",aktiv,"Er trainiert aktiv, um seine Fitness zu verbessern.",He trains actively to improve his fitness.
446,6,Die Schüler nehmen _____ am Unterricht teil.,aktiv,Die Schüler nehmen aktiv am Unterricht teil.,The students actively take part in the lessons.
447,6,"Er hörte der Diskussion nur _____ zu, ohne etwas zu sagen.",passiv,"Er hörte der Diskussion nur passiv zu, ohne etwas zu sagen.",He listened to the discussion passively without saying anything.
448,6,Sie nahm _____ am Unterricht teil und stellte keine Fragen.,passiv,Sie nahm passiv am Unterricht teil und stellte keine Fragen.,She participated passively in class and didn’t ask any questions.
449,6,"Wenn man _____ lernt, merkt man sich weniger Informationen.",passiv,"Wenn man passiv lernt, merkt man sich weniger Informationen.","If you learn passively, you remember less information."
450,6,"Er wartete _____ darauf, dass sich das Problem von selbst löst.",passiv,"Er wartete passiv darauf, dass sich das Problem von selbst löst.",He waited passively for the problem to resolve itself.
451,6,"Die Zuschauer sahen _____ zu, als das Team verlor.",passiv,"Die Zuschauer sahen passiv zu, als das Team verlor.",The spectators watched passively as the team lost.
452,6,Siehst du das Café _____? Dort gibt es den besten Kuchen.,da drüben,Siehst du das Café da drüben? Dort gibt es den besten Kuchen.,Do you see the café over there? They have the best cake.
453,6,Mein Auto steht _____ auf dem Parkplatz.,da drüben,Mein Auto steht da drüben auf dem Parkplatz.,My car is parked over there in the parking lot.
454,6,"_____ ist ein schöner Park, lass uns dort spazieren gehen.",Da drüben,"Da drüben ist ein schöner Park, lass uns dort spazieren gehen.","Over there is a beautiful park, let's go for a walk there."
455,6,"Ich glaube, ich habe ihn _____ an der Bushaltestelle gesehen.",da drüben,"Ich glaube, ich habe ihn da drüben an der Bushaltestelle gesehen.",I think I saw him over there at the bus stop.
456,6,"Das Kino ist nicht weit, es ist gleich _____ an der Ecke.",da drüben,"Das Kino ist nicht weit, es ist gleich da drüben an der Ecke.","The cinema isn't far, it's just over there at the corner."
457,7,"at that time, back then",damals,,
458,7,"in the future, from now on",zukünftig,,
459,7,"randomly, by chance",zufällig,,
460,7,actually,eigentlich,,
461,7,normally,normalerweise,,
462,7,"especially, particularly",besonders,,
463,7,this time,diesmal,,
464,7,similarly,ähnlich,,
465,7,"exactly, precisely",genau,,
466,7,hopefully,hoffentlich,,
467,7,for the first time,erstmals,,
468,7,"certainly, surely",sicherlich,,
469,7,at the latest,spätestens,,
470,7,at the earliest,frühestens,,
471,7,"or rather, respectively",beziehungsweise,,
472,7,"and so forth, etc.",und so weiter,,
473,7,"hardly, barely",kaum,,
474,7,"clearly, significantly",deutlich,,
475,7,politely,höflich,,
476,7,fortunately,glücklicherweise,,
477,7,additionally,zusätzlich,,
478,7,everywhere,überall,,
479,8,"_____ hatte ich noch kein Handy, wir mussten immer telefonzellen benutzen.",Damals,"Damals hatte ich noch kein Handy, wir mussten immer telefonzellen benutzen.","Back then, I didn’t have a mobile phone, we always had to use phone booths."
480,8,"Meine Grosseltern haben mir erzählt, dass das Leben _____ schwieriger war.",damals,"Meine Grosseltern haben mir erzählt, dass das Leben damals schwieriger war.",My grandparents told me that life was more difficult back then.
481,8,"_____ wohnte ich in einer kleinen Stadt, jetzt lebe ich in Berlin.",Damals,"Damals wohnte ich in einer kleinen Stadt, jetzt lebe ich in Berlin.","Back then, I lived in a small town, now I live in Berlin."
482,8,"Er war _____ sehr schüchtern, aber jetzt ist er viel selbstbewusster.",damals,"Er war damals sehr schüchtern, aber jetzt ist er viel selbstbewusster.","He was very shy back then, but now he is much more confident."
483,8,"_____ gab es noch keine sozialen Medien, wir haben Briefe geschrieben.",Damals,"Damals gab es noch keine sozialen Medien, wir haben Briefe geschrieben.","Back then, there were no social media, we wrote letters."
484,8,Ich habe ihn _____ im Supermarkt getroffen.,zufällig,Ich habe ihn zufällig im Supermarkt getroffen.,I ran into him by chance at the supermarket.
485,8,"Zufällig habe ich die richtige Antwort gewählt, obwohl ich sie nicht wusste.",zufällig,"Zufällig habe ich die richtige Antwort gewählt, obwohl ich sie nicht wusste.","By chance, I chose the right answer even though I didn’t know it."
486,8,Wir haben _____ das gleiche Hotel gebucht.,zufällig,Wir haben zufällig das gleiche Hotel gebucht.,We happened to book the same hotel.
487,8,Sie hat _____ ein altes Foto aus ihrer Kindheit gefunden.,zufällig,Sie hat zufällig ein altes Foto aus ihrer Kindheit gefunden.,She accidentally found an old photo from her childhood.
488,8,Zufällig habe ich das neue Café entdeckt und es war großartig.,zufällig,Zufällig habe ich das neue Café entdeckt und es war großartig.,"By chance, I discovered the new café, and it was great."
489,8,_____ möchte ich in einem anderen Land leben.,Zukünftig,Zukünftig möchte ich in einem anderen Land leben.,"In the future, I want to live in another country."
490,8,Die Firma wird _____ mehr in erneuerbare Energien investieren.,zukünftig,Die Firma wird zukünftig mehr in erneuerbare Energien investieren.,The company will invest more in renewable energy in the future.
491,8,_____ werde ich mehr auf meine Gesundheit achten.,Zukünftig,Zukünftig werde ich mehr auf meine Gesundheit achten.,"In the future, I will take better care of my health."
492,8,"Er hofft, dass er _____ weniger Überstunden machen muss.",zukünftig,"Er hofft, dass er zukünftig weniger Überstunden machen muss.",He hopes that he will have to work fewer overtime hours in the future.
493,8,_____ wollen wir unsere Produktion umweltfreundlicher gestalten.,Zukünftig,Zukünftig wollen wir unsere Produktion umweltfreundlicher gestalten.,"In the future, we want to make our production more environmentally friendly."
494,8,"_____ wollte ich ins Kino gehen, aber ich habe keine Zeit.",Eigentlich,"Eigentlich wollte ich ins Kino gehen, aber ich habe keine Zeit.","Actually, I wanted to go to the cinema, but I don't have time."
